room_num,de:9f:db:91:0e:dd,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,66:eb:8c:0b:20:6e,fa:8f:ca:76:7d:4c,74:3e:2b:bd:7e:12,74:3e:2b:bd:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:3d:7e:18,74:3e:2b:7d:86:b8,40:a8:f0:6b:41:44,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,30:46:9a:fb:c5:a3,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:7e:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:3e:9d:6c,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:7e:9c:dc,74:3e:2b:7c:b6:88,74:3e:2b:be:88:22,74:3e:2b:be:9d:62,74:3e:2b:7c:d2:d8,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:7d:6d:48,74:3e:2b:bc:fb:7c,74:3e:2b:7c:fb:7c,74:3e:2b:7c:fb:78,74:3e:2b:3e:9d:68,74:3e:2b:7e:9d:68,74:3e:2b:be:9d:68,74:3e:2b:be:c7:12,74:3e:2b:be:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:3e:c7:18,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:be:88:28,74:3e:2b:7e:88:28,74:3e:2b:3e:88:28,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:be:c7:52,ec:8c:a2:f2:7a:b8,74:3e:2b:be:1f:e8,74:3e:2b:3e:1f:e8,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:bc:fb:72,74:3e:2b:3c:fb:78,74:3e:2b:be:c7:58,32:cd:a7:fc:3b:2b,74:3e:2b:be:1f:e2,74:3e:2b:be:9c:d8,74:3e:2b:bd:86:b2,74:3e:2b:3d:86:b8,74:3e:2b:bc:d2:dc,74:3e:2b:7c:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:be:a3:38,74:3e:2b:7d:04:d8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:7d:6f:88,74:3e:2b:3d:6f:88,74:3e:2b:be:9c:d2,74:3e:2b:7e:9c:d8,74:3e:2b:3e:9c:d8,1c:b0:44:cd:a2:48,74:3e:2b:bc:b6:8c,74:3e:2b:3c:d2:d8,b4:2a:0e:c7:0f:ae,74:3e:2b:7e:c7:58,74:3e:2b:bc:d4:22,74:3e:2b:7c:d4:28,74:3e:2b:3c:d4:28,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,ae:63:be:86:5c:03,74:3e:2b:bd:6d:42,74:3e:2b:3d:6d:48,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7d:6e:68,14:2d:27:37:99:60,74:3e:2b:3d:6e:68,74:3e:2b:bd:04:d2,74:3e:2b:3d:04:d8,74:3e:2b:7e:1f:e8,c8:3a:35:90:b2:11,78:29:ed:4c:b2:51,74:3e:2b:bd:6f:88,fa:8f:ca:54:a2:6d,74:3e:2b:bc:b6:82,74:3e:2b:3c:b6:88,74:3e:2b:bd:6f:82,a0:64:8f:f7:d1:1d,74:3e:2b:7c:d5:08,40:49:0f:c3:fa:7b,74:3e:2b:bc:d2:d2,74:3e:2b:3e:c7:58,b8:ee:0e:d6:53:72,74:3e:2b:fe:88:2c,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,f8:f5:32:28:2d:c0,74:3e:2b:be:a3:32,74:3e:2b:fe:c7:5c,74:3e:2b:bd:04:dc,a8:9a:93:8a:84:7e,a0:8c:fd:6c:7d:10,2c:30:33:f8:b8:b9,b4:2a:0e:10:47:0a,10:86:8c:18:48:e8,74:3e:2b:be:c7:5c,74:3e:2b:3c:b6:8c,58:90:43:45:2b:e4,74:3e:2b:7d:6a:e8,74:3e:2b:7c:b6:8c,74:3e:2b:7e:c7:5c,74:3e:2b:3e:c7:5c,74:3e:2b:7e:88:2c,74:3e:2b:be:88:2c,74:3e:2b:7d:05:58,74:3e:2b:3e:88:2c
2,24,92,92,92,46,72,70,70,72,72,46,66,52,74,46,46,36,38,36,38,36,52,52,52,82,82,82,52,38,38,64,62,64,64,0,42,42,130,0,30,72,46,68,68,68,56,34,34,58,72,72,68,78,74,78,80,130,130,130,26,30,28,30,32,30,0,62,34,30,44,44,60,60,0,58,30,48,0,0,0,0,0,0,28,0,0,32,30,0,0,0,0,22,0,34,0,48,38,48,54,54,24,60,62,0,0,0,0,0,32,28,30,0,0,32,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2,0,90,94,92,40,74,68,64,68,68,46,68,54,68,48,44,40,40,40,40,38,54,54,54,80,80,80,54,38,40,60,60,60,60,0,0,0,128,0,30,62,46,68,68,68,56,34,0,62,62,64,52,0,74,0,0,128,128,128,26,30,28,0,0,0,0,62,30,30,46,46,60,60,0,58,32,32,0,0,22,22,24,0,28,0,0,32,32,0,0,0,0,0,0,34,0,48,38,48,60,60,24,60,62,0,0,0,0,0,32,28,30,0,0,34,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,90,94,92,40,38,68,66,70,68,46,68,54,58,46,46,38,38,0,0,38,48,48,48,78,78,78,48,0,0,62,64,64,64,44,42,42,128,0,30,62,46,68,68,68,56,36,36,44,62,64,52,0,74,0,0,128,128,128,26,32,28,30,28,26,0,62,30,32,46,46,44,44,0,60,32,32,0,0,24,0,26,0,28,30,26,32,32,0,0,0,0,0,0,34,0,48,38,48,60,60,24,60,62,0,0,0,0,0,32,28,30,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,90,94,94,40,38,68,66,70,68,46,70,54,66,50,46,38,38,40,38,38,48,48,48,78,78,78,48,38,0,62,60,62,60,40,42,40,130,0,30,62,46,68,68,68,56,34,34,62,62,64,52,0,74,0,0,128,128,128,26,30,28,0,0,0,0,62,28,32,0,0,60,60,0,60,30,32,0,0,26,0,0,0,28,30,32,32,32,0,0,0,0,0,0,34,0,48,48,48,60,60,28,60,62,0,0,0,0,0,32,28,30,0,0,34,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,92,94,92,40,72,70,68,68,68,44,68,54,64,46,42,36,36,36,36,38,50,50,50,80,80,80,50,40,40,60,64,64,60,0,42,44,130,0,28,62,46,68,68,68,56,32,0,60,62,64,52,0,74,0,0,128,128,130,30,30,28,0,0,0,0,74,32,32,42,42,56,58,0,60,28,32,0,0,26,24,24,0,28,32,32,32,32,0,0,0,0,0,0,34,0,48,50,48,60,60,24,60,62,0,0,0,0,0,32,28,32,0,0,34,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,92,94,92,40,72,66,66,66,66,48,68,54,64,44,44,42,40,40,40,40,52,52,52,78,80,80,52,38,36,64,64,64,64,0,42,44,130,0,28,62,42,68,68,68,56,32,0,58,62,64,52,0,74,0,0,128,128,130,30,30,28,0,0,0,0,74,32,32,44,44,56,58,0,60,28,32,44,46,24,24,26,0,28,32,32,32,32,0,0,0,0,0,0,34,0,48,50,48,58,58,24,60,62,0,0,0,0,0,32,28,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,34,92,96,90,44,72,66,64,66,66,48,68,54,74,50,46,40,40,40,40,38,48,48,48,82,82,80,50,38,38,66,66,66,66,0,0,42,130,0,28,62,42,68,68,68,56,34,32,58,62,64,52,0,80,0,0,128,128,130,30,30,28,0,0,0,0,76,32,32,46,46,56,58,0,60,28,32,44,46,26,22,26,0,28,32,32,32,32,0,0,0,0,0,0,34,0,48,50,48,48,50,26,0,0,0,0,0,0,0,32,28,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,96,90,42,72,66,64,66,66,48,68,54,74,46,42,38,38,38,38,38,50,50,50,80,80,80,50,40,40,62,62,66,60,46,0,44,128,0,28,62,42,64,66,68,56,32,0,58,62,64,66,0,80,0,0,128,128,128,30,30,28,0,0,0,0,74,30,32,42,44,60,58,0,60,30,132,44,46,26,22,0,0,0,30,30,32,32,0,0,0,0,0,0,34,0,48,50,48,58,50,26,0,0,0,0,0,0,0,32,0,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,96,90,46,74,72,70,72,70,48,70,54,66,44,42,40,40,40,40,38,50,50,48,80,80,80,50,40,40,62,64,62,64,42,0,42,130,0,28,62,42,64,66,68,56,32,32,58,62,64,66,0,80,0,0,128,128,130,30,30,28,30,30,30,0,54,30,32,42,42,60,58,0,62,30,132,44,46,26,0,26,0,0,0,0,32,32,0,0,0,0,0,0,34,0,48,50,48,58,50,26,0,0,0,0,0,0,0,32,0,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,96,92,40,72,70,70,70,70,48,70,54,66,50,42,36,34,34,36,38,52,50,52,82,82,82,50,38,38,64,62,64,62,44,0,42,130,0,28,62,42,64,66,68,56,38,0,56,62,64,60,0,80,0,0,128,128,130,30,30,28,28,28,28,0,34,30,32,42,42,60,58,0,62,30,132,44,46,26,24,26,0,0,32,32,32,32,0,0,0,0,0,0,34,0,48,50,48,48,48,26,0,0,0,0,0,0,0,32,0,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,94,92,44,72,68,68,70,70,48,70,54,74,48,46,42,42,40,42,38,52,52,52,80,78,80,52,40,40,64,64,62,62,0,0,0,130,0,28,62,42,64,66,68,56,36,0,60,62,64,60,0,80,0,0,130,130,130,32,30,28,0,0,0,0,34,30,32,44,44,58,58,0,62,30,132,44,46,22,24,24,0,0,30,32,32,32,0,0,0,0,0,0,34,0,48,50,48,48,60,24,0,0,0,0,0,0,0,32,36,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,94,92,42,82,68,70,74,72,48,70,54,64,50,46,38,36,38,38,38,48,48,48,82,82,82,48,40,40,64,62,60,60,0,0,0,128,0,28,62,42,64,66,68,0,36,0,60,62,64,60,0,80,0,0,128,128,128,32,30,28,26,28,28,0,34,50,32,46,46,58,58,0,62,32,132,44,46,26,28,26,0,0,32,32,32,32,0,0,0,0,0,0,34,0,48,36,48,50,50,26,0,0,0,0,0,0,0,32,36,32,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,94,92,50,82,68,70,74,72,48,68,54,38,42,50,40,40,40,40,36,50,50,50,80,82,80,50,40,40,66,66,68,64,0,42,0,130,0,30,62,42,68,68,68,0,36,36,62,62,64,60,0,80,0,0,0,0,0,32,30,32,0,0,0,0,76,34,32,0,0,60,58,0,62,32,132,44,46,0,18,22,0,0,32,34,32,32,0,0,0,0,0,0,34,0,48,36,48,50,50,24,0,0,0,0,0,0,0,32,36,34,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,94,92,50,72,72,70,72,70,40,42,54,38,50,0,36,38,38,38,38,50,50,50,82,84,82,50,38,40,64,64,66,64,44,0,0,128,0,30,66,42,68,68,68,0,36,36,44,68,68,66,0,80,0,0,0,0,130,32,30,32,0,0,0,0,76,34,32,0,0,42,44,0,62,30,130,44,46,26,0,28,0,0,32,0,32,32,0,0,0,0,0,0,34,0,48,36,48,50,50,24,0,0,0,0,0,0,0,0,36,34,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,94,92,48,74,72,64,72,70,40,70,54,64,50,52,42,40,40,40,36,52,52,52,80,80,80,52,42,40,60,62,62,60,0,0,0,130,0,30,66,42,68,68,68,0,34,34,72,68,68,66,0,80,0,0,0,0,0,32,30,32,0,0,0,0,76,30,28,0,0,56,58,0,62,28,128,44,46,26,22,24,0,0,30,32,32,32,0,0,0,0,0,0,34,0,48,36,48,60,60,28,0,0,0,0,0,0,0,0,36,28,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,92,94,92,48,78,72,70,72,72,46,68,52,74,48,0,42,40,44,40,36,50,52,52,82,82,82,52,42,42,64,62,64,66,0,0,0,130,0,32,70,42,68,68,68,62,34,0,58,70,70,68,0,80,0,0,0,0,0,32,32,32,0,0,0,0,76,32,30,0,0,56,58,0,62,32,128,44,44,0,0,0,0,0,32,34,32,32,0,0,0,0,0,0,34,0,48,36,48,60,60,24,0,0,0,0,0,0,0,0,36,30,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,92,94,46,50,72,70,60,60,46,68,52,68,50,48,44,40,40,40,36,54,54,54,86,86,86,54,40,38,62,62,62,60,0,0,0,130,0,32,70,42,68,68,68,62,36,0,62,70,70,68,0,80,0,0,0,0,0,32,32,32,0,0,0,0,76,32,30,0,0,60,60,0,62,32,128,44,44,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,34,0,48,36,48,60,60,26,0,0,0,0,0,0,0,0,36,30,0,0,30,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,94,96,94,46,76,72,70,60,60,42,68,52,70,52,0,40,40,40,40,38,50,52,50,88,88,86,50,38,40,64,62,64,62,42,0,0,130,26,32,70,42,68,68,68,62,34,36,62,70,70,68,0,80,0,0,0,0,0,32,32,32,28,26,26,0,76,32,30,0,0,60,60,0,62,32,128,40,42,0,0,0,0,0,34,32,32,32,0,0,0,0,0,0,0,0,48,36,48,60,60,26,0,0,0,0,0,0,0,0,36,30,0,0,30,0,30,30,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,98,98,44,54,60,50,60,60,42,70,52,64,46,46,36,36,36,36,38,52,52,52,86,86,84,52,40,40,62,62,62,62,42,0,44,128,34,32,70,42,68,68,68,62,32,32,62,70,70,68,0,70,0,0,0,0,0,32,32,32,26,28,28,0,76,32,30,0,0,60,60,0,62,32,52,40,42,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,48,36,48,60,60,26,0,0,0,0,0,0,0,0,36,30,0,0,30,0,28,30,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,32,98,98,98,42,70,72,70,72,72,42,70,52,64,46,0,40,40,40,40,38,52,52,52,84,86,84,52,40,40,60,58,58,60,0,0,0,130,34,32,70,42,66,66,66,62,36,36,46,70,72,68,0,70,0,0,0,0,0,32,32,32,0,0,0,0,74,32,30,0,0,44,44,0,62,32,122,40,42,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,48,50,48,60,60,26,0,0,0,0,0,0,0,0,36,30,24,0,30,0,28,30,32,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,42,70,72,60,72,72,46,66,52,64,48,0,44,42,42,42,38,54,54,54,86,86,86,54,40,40,62,62,62,62,42,40,0,128,34,32,68,42,66,66,66,54,36,0,62,68,68,62,0,70,0,0,0,0,0,32,32,32,26,28,28,0,74,32,30,0,0,62,62,0,62,32,122,54,44,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,48,50,48,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,30,0,28,30,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,98,46,72,72,70,72,64,52,66,52,64,48,0,40,40,40,42,38,52,52,52,84,84,84,52,40,40,62,60,60,60,42,42,0,130,34,32,70,42,66,66,66,56,36,34,46,70,70,66,0,70,0,0,0,0,0,32,32,32,28,28,26,0,76,32,30,0,0,44,44,0,62,32,132,46,46,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,48,48,50,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,30,0,28,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,32,98,96,98,46,72,72,70,72,64,48,66,52,60,52,0,40,40,40,40,38,52,52,52,84,84,84,52,40,40,64,62,58,62,40,40,0,130,34,32,70,0,66,66,68,56,36,36,62,70,70,66,0,76,0,0,0,0,0,32,32,32,30,30,28,0,52,32,30,0,0,62,62,0,62,32,132,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,48,48,50,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,0,0,28,28,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,32,96,98,98,46,74,70,68,72,70,48,66,52,60,48,0,40,40,40,40,40,52,52,52,86,86,86,52,40,40,62,64,62,64,42,40,0,130,34,32,70,0,66,66,68,56,34,36,44,70,70,66,0,68,0,0,0,0,0,32,32,32,28,28,28,0,52,32,30,0,0,42,42,0,62,32,132,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,48,48,50,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,0,0,28,28,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,0,96,98,96,48,76,70,56,72,70,44,70,52,60,48,0,42,42,42,42,38,52,52,52,88,88,88,52,38,38,64,64,62,64,0,38,0,130,34,32,70,0,70,72,68,56,34,34,62,70,70,66,0,72,0,0,0,0,0,32,32,32,28,26,28,0,62,32,30,0,0,60,60,0,62,32,118,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,48,48,50,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,0,0,28,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,0,96,98,96,46,72,72,74,72,72,48,68,52,64,48,0,42,42,42,42,38,44,44,44,88,86,86,44,38,38,60,62,62,62,0,38,0,128,30,32,70,0,70,72,68,56,36,32,60,70,70,66,0,64,0,0,0,0,0,32,32,32,26,28,30,0,62,32,30,0,46,60,60,0,0,32,126,48,46,0,0,0,0,0,32,32,0,0,0,0,0,0,18,0,0,0,48,24,50,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,0,0,28,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,0,100,102,100,36,72,72,62,72,72,48,68,52,68,48,0,44,44,42,44,38,50,50,50,88,88,88,52,40,40,60,60,60,60,42,0,0,128,32,32,70,0,70,72,68,56,34,34,64,70,70,66,0,64,0,0,0,0,0,32,32,32,28,28,28,0,62,32,30,0,0,62,60,0,0,32,124,48,46,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,48,50,48,60,60,26,58,58,0,0,0,0,0,0,36,30,24,0,0,0,28,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,98,46,78,72,68,72,72,48,70,54,68,52,48,40,40,40,40,38,50,50,50,88,88,88,50,40,40,62,60,58,60,42,0,0,130,32,32,70,0,70,72,68,56,34,32,62,70,70,66,0,64,0,0,0,0,0,32,32,32,0,0,0,0,62,32,30,48,46,60,60,0,0,32,126,48,46,0,0,0,0,0,0,0,0,0,0,132,132,0,24,0,0,0,48,50,48,60,60,26,58,58,0,0,0,0,0,0,0,30,24,0,0,0,28,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,96,96,98,42,74,72,70,72,72,48,68,54,68,48,46,42,42,42,40,38,52,52,50,84,86,84,52,40,38,64,60,62,62,0,0,0,130,32,32,70,0,68,70,70,56,34,36,62,70,70,66,0,64,0,0,0,0,0,32,32,32,0,0,0,0,56,32,30,46,46,60,60,0,0,32,124,48,46,0,0,0,0,0,0,0,0,0,134,134,134,0,22,0,0,0,48,50,48,60,60,26,58,58,28,30,0,0,0,0,0,30,24,0,0,0,28,26,32,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,98,98,44,74,68,68,72,72,48,68,54,68,48,48,42,42,42,42,38,54,54,54,86,86,86,54,38,38,62,62,66,62,0,0,0,128,32,32,70,46,68,70,70,70,32,34,62,70,70,62,78,74,78,80,0,0,0,32,32,32,0,0,0,0,56,32,30,48,0,62,60,0,0,32,132,48,46,0,0,0,0,0,0,0,0,0,132,132,132,0,0,44,0,0,48,50,48,60,60,26,58,58,28,30,0,0,0,0,0,30,24,0,0,24,28,26,32,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,96,98,44,72,72,70,72,72,48,68,54,62,48,0,44,44,44,44,40,54,54,54,86,86,86,54,38,38,64,60,62,60,0,0,0,128,32,32,70,46,68,70,70,70,32,32,62,70,70,62,78,78,82,80,0,0,0,32,32,32,28,30,28,0,56,32,30,0,0,60,62,0,0,32,128,48,46,0,0,0,24,0,0,0,0,0,132,132,132,0,24,46,0,0,48,50,48,60,60,26,58,58,28,30,0,0,0,0,0,30,24,0,0,24,28,26,0,0,0,0,46,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,98,98,46,70,72,70,72,72,48,68,54,62,44,44,42,42,42,42,40,52,52,54,82,84,82,52,38,38,60,60,58,58,0,0,0,130,32,32,70,46,70,70,70,70,34,32,64,70,70,62,78,74,78,78,0,0,0,32,32,32,0,0,0,0,58,32,30,44,44,62,60,0,0,32,130,48,46,0,0,0,24,0,0,0,0,0,132,132,132,0,24,46,0,0,48,50,48,0,0,26,58,58,28,26,32,0,32,0,0,30,24,0,36,24,28,26,0,0,0,0,46,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,98,98,44,72,72,70,72,72,46,72,54,62,48,42,44,44,44,44,40,54,54,54,84,86,84,54,40,40,62,60,60,62,42,0,0,130,32,0,70,44,70,70,70,70,34,34,62,70,70,62,64,60,64,78,0,0,0,0,0,0,30,28,26,0,26,0,0,0,0,60,60,0,0,0,130,48,46,0,0,0,24,0,0,0,0,0,132,132,132,0,22,44,0,26,48,50,48,0,0,26,58,58,32,26,32,0,32,0,0,0,24,0,36,24,28,26,0,0,0,0,44,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,102,100,46,72,72,70,72,72,48,36,54,62,44,42,44,42,48,44,38,54,54,54,84,86,84,54,40,40,64,62,62,60,0,0,0,130,32,0,68,48,70,70,70,70,34,34,64,68,68,64,78,74,78,78,130,130,130,0,0,0,28,26,26,0,26,0,0,42,44,62,62,0,0,0,130,46,46,0,0,0,24,0,0,0,0,0,132,132,132,0,0,46,0,26,48,50,48,0,0,26,58,58,32,26,32,0,32,0,0,0,24,0,36,24,28,26,0,0,0,0,46,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,98,42,70,72,68,72,72,48,36,54,68,44,40,42,44,42,42,40,54,54,54,84,84,82,54,40,38,64,64,64,64,0,0,0,130,32,0,68,48,70,70,70,70,32,36,64,68,68,64,80,78,80,82,0,0,0,0,0,0,0,0,0,0,26,0,0,40,0,62,62,0,0,0,128,46,46,0,0,0,24,0,0,0,0,0,130,130,132,0,24,46,0,28,48,48,48,0,0,26,58,58,32,26,32,0,32,0,0,0,24,0,36,24,28,26,0,0,0,0,46,28,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2,36,98,100,98,42,76,72,64,72,72,48,68,54,68,44,42,42,42,42,42,38,54,54,54,86,86,86,54,44,38,60,60,60,62,48,44,0,130,32,0,68,44,70,70,70,70,36,36,64,60,60,64,76,72,78,82,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,60,62,0,0,0,126,46,46,0,0,0,24,0,0,0,0,0,130,128,128,0,24,44,0,28,50,50,48,0,0,26,58,58,30,30,32,0,32,0,0,0,24,0,36,24,0,26,0,0,0,0,44,28,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,98,100,106,60,68,64,70,64,64,44,68,54,66,42,42,52,54,54,56,36,56,56,56,92,92,92,56,0,0,66,66,68,66,0,0,0,128,32,0,68,44,70,70,70,70,38,34,64,60,60,62,74,78,76,76,128,128,128,0,0,0,0,0,0,0,26,0,0,42,40,60,62,0,0,0,126,46,46,0,0,0,24,0,0,0,0,0,130,128,128,0,0,44,0,28,38,40,38,0,0,0,58,58,30,30,32,0,32,0,0,0,0,0,36,24,0,26,0,0,0,0,38,28,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,100,96,100,60,62,56,56,64,64,46,52,54,62,40,40,62,62,60,62,22,48,48,48,90,88,90,48,34,32,76,70,70,72,0,0,0,138,32,0,64,44,70,70,70,70,34,36,56,64,68,70,74,78,76,76,138,138,138,0,0,0,0,0,0,0,26,0,0,40,40,60,62,0,0,0,132,46,46,0,0,0,24,0,0,0,0,0,130,128,128,0,0,44,0,28,38,44,38,0,0,22,0,0,30,30,32,0,32,0,0,0,0,0,36,24,0,26,0,0,0,0,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
