room_num,40:a8:f0:6b:41:44,14:2d:27:37:99:60,74:3e:2b:3e:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:be:9c:d2,74:3e:2b:7c:d4:28,74:3e:2b:3d:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:bd:7e:18,74:3e:2b:bd:7e:12,74:3e:2b:be:9c:d8,74:3e:2b:3c:fb:78,74:3e:2b:7c:fb:78,74:3e:2b:bc:fb:72,74:3e:2b:3d:6d:48,74:3e:2b:7d:6d:48,74:3e:2b:bd:6d:42,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:3d:86:b8,74:3e:2b:3e:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:be:c7:18,74:3e:2b:be:c7:12,74:3e:2b:be:9d:68,66:eb:8c:0b:20:6e,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,fa:8f:ca:76:7d:4c,ec:8c:a2:f2:7a:b8,74:3e:2b:bc:fb:7c,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:7c:fb:7c,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:04:dc,74:3e:2b:7d:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:7e:9c:dc,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:be:9d:62,74:3e:2b:7e:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:bc:b6:8c,74:3e:2b:7c:b6:88,74:3e:2b:7d:86:b8,74:3e:2b:bc:d4:22,c8:3a:35:90:b2:11,32:cd:a7:fc:3b:2b,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,74:3e:2b:bc:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:bc:d2:d2,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,74:3e:2b:7d:04:d8,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,de:9f:db:91:0e:dd,2c:30:33:f8:b8:b9,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:3c:d4:28,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7c:d2:dc,74:3e:2b:3d:04:d8,74:3e:2b:bd:04:d2,b4:2a:0e:c7:0f:ae,74:3e:2b:bd:86:b2,fa:8f:ca:54:a2:6d,74:3e:2b:be:1f:e8,b8:ee:0e:d6:53:72,74:3e:2b:bd:6f:88,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,74:3e:2b:be:a3:32,74:3e:2b:3d:6f:88,74:3e:2b:bc:b6:82,78:29:ed:4c:b2:51,74:3e:2b:be:88:28,74:3e:2b:be:c7:58,74:3e:2b:bd:6f:82,74:3e:2b:7d:6f:88,74:3e:2b:3c:b6:88,10:86:8c:18:48:e8,58:20:b1:3c:74:1f,74:3e:2b:7c:d5:08,74:3e:2b:be:a3:38
3,60,24,106,106,0,0,0,0,44,0,108,0,40,0,52,58,52,0,52,0,62,62,58,56,56,30,82,86,82,34,0,0,0,0,0,0,0,52,54,60,52,52,60,62,106,106,106,34,0,0,54,54,54,54,28,30,28,106,46,44,48,44,0,0,0,36,34,62,58,0,0,0,0,40,0,0,30,30,0,0,38,36,38,30,30,40,0,0,0,26,24,22,0,40,30,32,0,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,64,26,0,0,0,0,0,0,44,0,108,0,40,0,52,58,52,0,52,0,64,64,58,64,56,30,82,86,82,34,0,0,34,0,0,0,0,54,54,62,54,54,62,62,106,106,106,0,0,0,54,52,52,54,28,28,28,106,46,48,44,46,0,0,0,34,36,62,58,0,0,0,0,0,0,0,30,30,0,0,38,36,38,30,30,40,0,0,0,26,0,0,22,0,30,32,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,64,26,0,0,0,0,0,0,44,0,110,0,40,0,52,58,52,0,52,0,64,64,58,64,56,36,82,88,82,66,0,28,0,0,0,0,26,54,54,60,54,54,62,60,106,106,106,0,0,0,54,52,52,54,28,28,28,106,48,48,44,44,0,0,0,36,36,62,58,0,0,0,0,0,0,0,30,30,0,0,38,36,38,30,30,40,0,0,0,26,0,0,0,0,30,32,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,0,0,0,0,0,0,44,0,110,0,40,0,52,56,50,0,52,0,64,64,58,64,56,26,82,88,82,66,0,30,0,0,0,0,28,54,54,58,54,54,58,58,106,106,106,0,0,0,56,50,52,54,30,28,28,106,44,44,44,44,0,0,0,36,36,62,58,0,0,0,0,0,0,0,30,30,0,0,50,54,50,44,44,40,0,0,0,26,0,0,24,0,0,32,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,0,0,0,0,0,0,44,0,92,0,34,0,52,48,50,0,52,0,64,64,58,64,50,30,80,86,80,64,56,0,32,32,0,0,0,54,52,58,52,52,60,60,104,104,106,0,0,0,58,56,54,52,30,28,30,106,44,44,44,44,0,0,56,34,36,62,58,0,0,0,0,0,0,0,30,30,0,0,50,54,50,30,28,40,0,0,0,26,24,22,26,0,0,32,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,26,0,0,0,0,0,0,44,0,108,0,34,0,52,48,50,0,52,0,64,64,58,64,50,30,80,86,80,64,56,0,0,0,0,0,0,54,54,58,54,54,58,58,0,0,0,0,0,0,54,54,52,54,28,30,30,104,46,46,46,44,0,0,56,36,38,62,0,0,0,0,0,0,0,0,30,30,0,0,50,54,50,44,44,40,0,0,0,26,0,0,0,0,0,32,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52,26,0,0,0,0,0,0,44,0,110,0,34,0,52,62,50,0,52,0,64,64,58,64,50,30,82,86,82,38,58,0,0,0,0,0,0,54,54,62,54,54,60,62,104,104,106,0,0,0,52,54,52,52,30,30,30,106,44,44,44,44,54,0,56,36,38,62,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,30,32,40,0,0,0,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,26,0,0,0,0,0,0,44,0,110,0,34,0,50,62,50,32,52,0,64,64,58,64,54,30,82,88,80,38,52,0,32,32,0,0,0,54,54,60,54,54,60,60,104,104,104,0,0,0,52,52,52,54,30,28,30,104,48,48,44,48,44,46,44,30,36,62,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,42,44,40,0,24,0,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,26,0,0,0,0,0,0,44,0,108,0,34,0,50,62,50,32,52,0,64,64,58,64,54,30,82,88,80,38,52,0,34,32,0,0,0,54,54,62,52,0,60,60,104,104,106,0,0,0,50,52,52,52,28,28,30,106,44,48,48,44,56,56,56,36,36,62,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,44,44,40,24,0,26,26,24,26,22,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,26,0,0,0,0,0,0,44,0,108,0,38,0,50,60,50,32,52,0,64,64,58,64,54,26,82,82,80,38,54,30,32,32,32,0,26,54,54,62,54,54,60,60,106,106,108,0,0,0,52,52,54,50,28,28,28,108,46,44,46,44,44,46,46,36,36,62,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,44,44,40,0,0,26,26,22,24,24,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,26,0,0,0,0,0,0,44,0,108,0,38,0,50,52,50,32,52,0,64,64,58,64,54,28,82,82,80,38,52,26,32,0,32,0,0,56,54,66,54,54,60,60,106,106,106,0,0,0,54,52,52,54,30,30,30,106,46,44,44,44,44,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,44,44,40,0,0,26,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,26,0,0,0,0,52,0,44,0,108,0,38,0,50,52,50,32,0,0,64,64,56,64,58,28,82,84,78,38,52,28,0,0,0,0,28,54,54,64,56,54,64,64,0,0,0,34,0,0,54,52,54,52,30,30,30,108,46,46,48,44,44,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,44,44,40,0,0,26,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,28,0,0,0,0,52,0,48,52,36,0,36,0,50,52,50,40,0,0,64,64,56,64,58,28,82,86,52,38,52,28,32,0,0,0,0,54,54,62,54,54,62,62,0,0,0,0,0,0,52,52,54,54,30,28,30,108,42,44,46,46,44,42,44,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,50,54,50,44,44,0,0,0,26,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,28,0,0,0,0,52,52,46,52,108,40,40,40,50,52,50,40,60,0,62,62,58,62,58,28,78,86,78,68,52,28,32,0,0,0,28,54,54,64,54,54,62,62,0,0,0,0,0,0,52,52,52,52,30,28,30,106,46,46,44,42,44,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,54,50,44,44,0,0,0,26,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,28,0,0,0,0,52,52,46,52,108,42,44,40,50,52,50,40,60,0,66,62,54,60,58,34,80,86,80,66,52,28,30,32,0,0,30,54,54,60,54,54,60,60,0,0,0,0,0,0,52,54,54,54,28,28,30,106,44,44,44,44,44,42,44,34,34,64,66,64,0,26,0,0,0,0,0,0,0,0,50,54,50,44,44,0,0,0,26,26,0,0,0,0,0,0,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,28,108,108,0,0,52,52,46,52,106,42,44,40,50,52,50,40,60,0,66,62,58,56,58,34,80,84,80,66,52,28,32,32,30,32,28,56,54,64,56,56,60,60,0,0,0,34,32,0,56,54,52,52,28,28,30,106,46,46,44,42,44,42,44,36,38,64,66,64,0,26,0,40,0,0,32,0,0,0,50,54,50,44,44,0,0,0,26,26,0,0,0,40,0,30,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,28,108,108,0,0,52,52,46,52,108,42,44,40,50,52,50,40,60,34,66,62,58,64,58,34,80,88,82,64,52,28,32,32,34,32,26,54,54,62,54,54,62,62,0,0,0,34,32,34,52,52,52,52,30,26,30,106,44,42,42,44,44,42,44,38,36,64,66,64,0,26,0,40,0,0,30,30,0,0,50,54,50,44,44,0,0,0,26,26,0,0,0,40,28,32,0,46,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,0,42,52,52,46,52,108,42,44,40,50,52,50,40,60,34,56,56,58,56,58,34,80,84,82,42,52,30,32,32,30,32,28,54,56,66,56,56,62,62,0,0,0,0,0,0,52,54,52,52,28,28,28,106,46,42,44,44,44,42,44,36,36,64,66,64,0,26,30,38,0,28,30,30,0,0,50,56,50,44,44,0,0,0,26,26,0,0,0,40,28,32,0,46,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,0,50,52,52,46,52,108,42,42,40,50,52,50,40,60,34,60,60,58,60,58,34,80,86,80,42,52,28,32,32,32,32,28,54,56,64,54,56,60,62,0,0,0,0,0,0,52,52,52,52,30,28,28,106,46,44,42,42,44,42,44,0,0,64,66,64,0,26,40,38,0,28,30,30,0,0,50,56,50,44,44,0,0,0,26,26,0,0,0,40,28,32,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,0,42,52,52,48,52,108,42,42,40,50,52,50,40,60,34,60,62,58,62,58,34,80,84,80,42,52,28,38,32,32,32,28,54,54,66,56,54,62,62,0,0,0,0,0,0,52,52,52,52,30,28,30,106,48,44,44,44,44,42,44,36,36,64,66,64,0,26,32,40,0,36,30,30,0,0,50,56,50,44,44,0,0,0,26,26,0,0,0,38,32,32,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,0,42,52,52,48,52,108,42,42,40,50,52,50,40,60,34,56,56,58,56,58,34,80,84,80,42,52,30,32,32,30,32,28,54,52,66,54,54,62,62,0,0,0,0,0,0,54,54,52,52,30,28,28,106,46,44,44,44,44,42,44,0,0,64,66,64,0,26,32,40,0,36,30,30,0,0,52,54,52,44,44,0,22,24,26,26,0,0,0,38,32,32,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,106,42,52,52,48,52,106,42,42,40,50,52,50,40,60,34,62,60,60,62,58,34,80,86,82,42,52,0,32,32,32,32,0,52,54,62,54,54,60,62,0,0,0,30,0,0,50,50,52,50,28,28,28,106,46,44,46,44,44,42,44,36,36,64,66,64,0,26,32,40,0,28,30,30,0,0,52,54,52,44,44,0,0,0,26,26,0,0,0,38,32,32,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,106,42,52,52,48,52,106,42,42,40,50,52,50,40,60,34,62,62,58,62,62,32,80,86,80,36,52,26,30,32,32,0,26,54,54,62,54,54,62,62,0,0,0,32,30,0,50,50,52,50,28,28,36,106,42,42,42,40,44,42,44,36,34,64,66,64,0,26,32,40,0,28,30,30,0,0,52,54,52,44,44,0,0,0,26,26,0,0,0,38,32,32,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,28,108,108,108,42,52,52,48,52,108,42,42,40,52,60,52,40,60,34,60,62,58,62,52,32,80,86,84,36,52,0,38,30,32,34,0,54,54,66,52,54,64,62,0,0,0,30,0,32,52,52,52,52,30,30,28,104,44,48,44,42,44,42,44,34,34,62,66,64,0,26,32,40,0,28,30,30,0,0,52,54,52,44,44,0,0,0,26,0,0,0,0,38,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,52,52,48,52,108,42,42,40,52,58,52,40,60,34,60,62,52,62,66,34,80,86,84,66,52,28,30,30,30,32,30,54,54,64,54,54,62,62,106,106,106,32,0,0,52,54,52,54,0,0,0,106,44,44,48,44,44,42,44,36,34,64,66,64,0,26,32,40,0,28,28,30,22,22,40,34,52,44,44,0,0,0,26,0,0,0,0,38,32,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,20,108,108,108,42,52,52,48,52,108,42,42,40,52,58,52,40,60,34,60,62,52,62,58,34,80,86,84,66,52,0,32,32,32,0,0,54,54,64,54,54,62,62,104,104,104,32,0,0,54,54,54,52,28,30,28,104,44,46,46,44,44,42,44,34,36,64,64,64,0,26,32,40,0,28,30,30,0,0,40,56,50,44,44,32,0,0,0,0,0,0,0,38,32,34,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,52,52,48,52,106,42,42,40,52,58,52,40,60,34,62,62,56,62,58,34,82,84,80,66,52,0,32,32,32,32,0,54,54,62,54,54,62,62,104,104,104,0,0,0,54,52,54,54,30,28,30,104,44,44,44,44,44,42,44,0,0,64,64,64,0,26,32,40,0,28,30,30,20,0,50,58,52,44,44,40,0,0,0,0,0,0,0,38,32,34,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,52,52,48,52,32,42,42,40,52,58,52,40,60,34,62,62,56,62,50,34,80,84,78,66,0,30,32,32,32,32,30,54,54,62,54,54,62,62,106,106,106,0,0,0,54,54,54,54,28,30,28,106,46,46,44,44,0,0,0,0,0,64,64,64,0,26,32,40,0,28,30,30,26,20,50,58,52,0,0,34,0,0,0,0,0,0,0,38,32,34,0,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,52,52,48,52,32,42,42,40,52,58,52,40,60,34,62,62,56,62,50,34,82,88,80,66,0,30,32,32,34,32,30,54,52,62,54,54,62,60,104,104,106,0,0,0,52,54,54,52,28,28,30,106,46,44,44,42,0,0,0,38,36,64,64,64,0,26,32,40,0,28,30,30,18,20,50,36,38,0,0,38,0,0,0,0,0,0,0,38,32,34,20,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,52,52,44,52,54,42,44,40,52,58,52,0,60,34,62,62,56,62,60,34,82,86,80,66,0,0,0,0,0,0,0,54,54,60,54,54,62,62,106,106,106,0,0,0,52,52,54,54,28,28,30,106,46,44,46,44,0,0,0,0,0,64,64,64,0,26,32,40,0,28,30,30,0,0,50,36,38,0,0,32,0,0,0,0,0,0,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,52,52,46,0,54,42,44,40,52,46,52,0,46,34,62,62,56,62,50,32,80,86,80,66,0,0,32,0,0,0,0,54,54,60,54,54,60,60,104,104,104,0,0,0,54,56,54,54,28,30,28,104,46,46,42,42,0,0,0,36,36,64,64,64,0,26,32,40,0,28,30,30,0,0,50,36,38,0,0,32,0,0,0,26,22,0,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,0,0,46,0,106,0,44,0,52,46,52,0,46,34,62,62,56,62,50,32,80,86,80,34,0,28,32,32,32,0,30,54,54,62,54,54,62,62,106,106,106,0,0,0,54,54,54,54,28,28,28,106,46,48,46,44,0,0,0,36,36,64,64,0,0,0,32,40,0,28,30,30,0,0,50,36,38,0,0,32,0,0,0,24,0,0,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,0,0,46,0,106,0,44,0,52,60,52,0,38,34,62,62,56,62,58,32,80,88,82,34,54,26,32,32,32,32,28,54,54,60,54,54,60,62,104,104,106,0,0,0,56,54,54,54,28,28,28,106,46,46,44,44,54,54,42,36,36,64,64,64,0,0,32,40,0,28,30,30,0,0,50,36,38,28,32,32,0,0,0,24,0,20,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,0,0,46,0,110,0,44,0,52,60,52,0,50,0,62,62,56,62,58,32,82,86,80,34,54,0,0,0,0,0,0,54,54,62,54,54,62,62,106,104,106,36,0,0,54,54,54,54,28,28,28,106,44,44,44,40,54,52,52,0,36,64,64,64,0,0,32,40,0,28,30,30,0,0,50,36,38,28,32,38,0,0,0,24,0,0,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,20,108,108,108,42,0,0,46,0,110,0,44,0,52,60,52,0,52,0,62,62,56,62,58,32,82,86,80,58,56,28,0,0,0,0,0,54,54,66,54,54,64,62,108,0,108,32,0,0,56,56,54,54,28,30,28,108,46,42,44,46,56,52,54,0,0,64,64,64,0,0,32,40,0,28,30,30,0,0,50,36,38,28,46,38,0,0,0,24,0,0,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,20,108,108,108,42,0,0,46,0,104,0,44,0,52,60,52,34,52,0,62,62,56,62,58,32,82,86,80,66,52,0,32,0,32,0,0,54,56,64,54,56,62,62,106,106,106,34,0,0,52,54,54,54,28,30,30,106,44,44,44,44,42,44,44,34,34,64,64,64,0,0,32,40,0,28,30,30,0,0,50,36,38,44,44,38,0,24,0,24,0,0,0,38,32,34,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,20,108,108,108,42,0,0,44,0,104,0,44,0,52,58,50,34,52,0,62,62,56,62,68,32,80,88,80,66,54,30,30,0,0,0,30,54,56,64,54,56,62,62,106,106,106,0,0,0,56,54,52,54,28,28,30,106,46,48,48,46,54,44,44,36,34,64,64,64,0,0,0,0,0,28,30,30,0,0,50,36,38,46,48,38,0,0,0,24,26,22,0,0,0,34,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,0,0,44,0,104,0,44,0,52,58,50,36,42,0,62,62,56,62,68,28,82,88,82,66,50,0,32,0,0,0,0,56,56,62,56,56,62,62,106,106,106,0,0,0,54,54,54,54,30,30,30,106,46,44,44,44,42,42,40,32,36,64,64,64,0,0,0,0,0,28,30,30,0,0,50,56,38,46,48,38,24,0,0,24,0,0,0,0,0,34,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,0,0,44,0,108,0,44,0,52,48,50,36,42,0,62,62,56,62,66,28,82,88,82,66,58,28,30,0,0,0,26,56,56,62,54,54,62,62,106,106,106,34,0,0,52,54,52,52,30,28,28,108,44,46,44,46,42,42,40,38,36,64,64,64,0,0,0,0,0,0,30,30,0,0,50,56,38,34,30,38,0,0,20,24,20,26,0,0,0,34,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,20,108,108,108,42,0,0,44,0,108,0,44,0,52,48,50,36,42,0,62,62,58,62,66,28,82,88,82,66,58,28,32,32,0,0,26,56,56,62,56,56,62,62,104,104,106,34,0,0,54,52,50,52,30,30,28,106,44,44,44,44,44,42,40,0,0,64,64,64,0,0,0,0,0,0,30,30,0,0,50,56,38,44,32,38,24,24,20,24,0,0,0,0,0,34,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,20,0,0,0,42,0,0,44,0,106,0,44,0,0,58,50,36,50,0,60,60,58,62,66,28,80,84,80,66,58,0,34,0,0,0,0,54,54,60,54,54,60,60,104,104,106,0,0,0,54,54,54,54,28,28,28,104,44,44,44,44,44,42,40,36,34,64,64,64,0,0,0,0,0,0,30,30,0,0,50,56,38,46,48,38,24,24,20,24,0,0,0,0,0,0,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,0,0,0,0,42,50,54,48,52,106,0,44,0,0,58,50,36,50,0,56,56,58,62,66,28,80,84,80,66,60,30,34,0,0,0,30,0,54,60,54,54,0,60,0,0,0,0,0,0,52,54,52,54,32,32,30,106,46,44,44,44,56,42,56,0,0,64,64,64,0,0,0,0,0,0,30,30,0,0,50,56,38,32,32,38,0,0,20,24,0,0,0,0,0,0,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,0,0,0,0,42,52,54,48,52,108,40,42,46,0,58,50,36,50,0,56,56,58,62,66,28,80,84,80,40,50,28,38,34,0,0,26,54,54,62,54,54,60,60,0,0,0,32,0,0,54,52,52,54,30,28,30,106,46,48,46,46,56,42,56,0,0,64,64,64,0,22,0,0,0,0,0,0,0,0,50,56,38,32,32,38,24,0,20,24,0,0,0,0,0,0,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,108,42,52,54,48,52,106,40,42,46,0,58,50,36,50,0,56,56,60,56,66,28,80,84,80,40,50,26,34,32,32,34,26,54,56,62,54,54,62,62,0,0,0,36,0,0,54,54,52,54,30,28,30,104,44,44,44,44,56,42,56,36,36,64,64,64,0,26,32,0,0,0,0,0,0,0,0,56,38,32,32,38,0,0,20,24,0,0,0,0,0,0,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,0,108,108,104,42,52,54,48,52,104,40,42,46,0,58,50,36,50,0,56,56,60,56,68,28,80,86,82,34,50,28,34,32,0,0,28,54,54,64,54,54,62,62,0,0,0,0,0,0,54,52,54,52,34,30,30,106,46,44,44,44,56,42,56,36,36,66,66,66,0,26,32,0,0,0,0,0,20,22,0,56,38,32,32,38,0,0,20,24,0,0,0,0,30,0,22,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,104,42,52,54,48,52,104,40,44,46,0,58,50,36,54,0,60,60,58,60,68,30,82,86,80,38,50,28,0,0,0,0,26,54,54,62,54,54,62,62,106,106,106,34,0,0,50,54,52,52,0,0,28,106,44,44,44,44,44,44,44,36,36,66,66,66,0,26,32,0,0,0,0,0,0,0,0,56,0,32,34,38,0,0,20,24,22,24,24,0,30,0,0,36,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,104,42,52,54,48,52,104,40,44,46,50,44,50,36,54,0,60,60,58,60,68,30,82,86,80,38,50,26,32,32,32,32,28,54,54,68,54,54,62,62,106,106,108,36,36,0,50,50,50,50,30,30,28,108,44,44,44,44,44,44,44,36,36,66,66,66,0,26,32,0,0,0,0,0,0,0,0,56,0,32,34,38,0,0,20,24,20,22,22,0,30,0,0,36,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,108,108,104,48,52,54,48,52,104,40,44,46,50,44,50,36,54,0,58,56,58,60,68,30,80,84,80,66,50,30,30,32,32,32,0,54,54,62,54,54,64,60,106,106,106,34,0,0,54,54,54,54,28,30,30,106,44,44,44,42,44,44,44,38,36,66,66,66,0,26,32,40,0,40,28,28,20,22,0,56,0,32,34,38,0,0,20,24,0,0,0,0,28,0,20,36,36,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,50,0,108,108,104,44,52,54,48,52,104,40,44,46,50,44,50,36,54,0,58,56,58,60,68,28,80,84,80,64,50,0,32,32,32,0,0,54,54,60,54,54,60,60,0,0,0,34,0,0,54,54,54,52,28,30,30,106,46,44,44,44,54,58,44,36,38,66,66,66,0,26,32,40,0,40,28,28,0,0,0,56,0,48,48,38,0,0,24,24,0,0,0,0,28,0,0,36,36,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
