room_num,40:a8:f0:6b:41:44,14:2d:27:37:99:60,74:3e:2b:3e:9c:d8,74:3e:2b:7e:9c:d8,74:3e:2b:be:9c:d2,74:3e:2b:7c:d4:28,74:3e:2b:3d:7e:18,74:3e:2b:7d:7e:18,74:3e:2b:bd:7e:18,74:3e:2b:bd:7e:12,74:3e:2b:be:9c:d8,74:3e:2b:3c:fb:78,74:3e:2b:7c:fb:78,74:3e:2b:bc:fb:72,74:3e:2b:3d:6d:48,74:3e:2b:7d:6d:48,74:3e:2b:bd:6d:42,fa:8f:ca:52:95:af,30:46:9a:fb:c5:a1,74:3e:2b:3d:86:b8,74:3e:2b:3e:c7:18,74:3e:2b:7e:c7:18,74:3e:2b:be:c7:18,74:3e:2b:be:c7:12,74:3e:2b:be:9d:68,66:eb:8c:0b:20:6e,74:3e:2b:bd:79:b2,74:3e:2b:7d:79:b8,74:3e:2b:3d:79:b8,fa:8f:ca:76:7d:4c,ec:8c:a2:f2:7a:b8,74:3e:2b:bc:fb:7c,74:3e:2b:fd:7e:1c,74:3e:2b:bd:7e:1c,74:3e:2b:7d:7e:1c,74:3e:2b:3d:7e:1c,74:3e:2b:7c:fb:7c,74:3e:2b:fe:9d:6c,74:3e:2b:be:9d:6c,74:3e:2b:bd:79:bc,74:3e:2b:7e:9d:6c,74:3e:2b:3e:9d:6c,74:3e:2b:7d:79:bc,74:3e:2b:3d:79:bc,74:3e:2b:fe:9c:dc,74:3e:2b:be:9c:dc,74:3e:2b:3e:9c:dc,74:3e:2b:bd:6d:4c,74:3e:2b:7d:6d:4c,74:3e:2b:3d:6d:4c,74:3e:2b:fe:c7:1c,74:3e:2b:be:c7:1c,74:3e:2b:7e:c7:1c,74:3e:2b:3e:c7:1c,74:3e:2b:bd:04:dc,74:3e:2b:7d:04:dc,74:3e:2b:3d:04:dc,74:3e:2b:7e:9c:dc,ec:8c:a2:f2:7a:bc,ec:8c:a2:b2:7a:bc,ec:8c:a2:72:7a:bc,ec:8c:a2:32:7a:bc,ec:8c:a2:b2:7a:b8,ec:8c:a2:72:7a:b8,ec:8c:a2:32:7a:b8,74:3e:2b:bc:d4:2c,74:3e:2b:7c:d4:2c,74:3e:2b:be:9d:62,74:3e:2b:7e:9d:68,74:3e:2b:3e:9d:68,74:3e:2b:bc:b6:8c,74:3e:2b:7c:b6:88,74:3e:2b:7d:86:b8,74:3e:2b:bc:d4:22,c8:3a:35:90:b2:11,32:cd:a7:fc:3b:2b,74:3e:2b:7d:6e:68,74:3e:2b:3d:6e:68,74:3e:2b:bc:d2:dc,74:3e:2b:3c:d2:dc,74:3e:2b:bc:d2:d2,74:3e:2b:7c:d2:d8,74:3e:2b:3c:d2:d8,74:3e:2b:bd:85:a2,74:3e:2b:3d:85:a8,74:3e:2b:7d:04:d8,74:3e:2b:7d:85:ac,74:3e:2b:3d:85:ac,de:9f:db:91:0e:dd,2c:30:33:f8:b8:b9,74:3e:2b:bd:86:bc,74:3e:2b:7d:86:bc,74:3e:2b:3d:86:bc,74:3e:2b:3c:d4:28,74:3e:2b:bd:6e:62,74:3e:2b:bd:6e:68,74:3e:2b:7c:d2:dc,74:3e:2b:3d:04:d8,74:3e:2b:bd:04:d2,b4:2a:0e:c7:0f:ae,74:3e:2b:bd:86:b2,fa:8f:ca:54:a2:6d,74:3e:2b:be:1f:e8,b8:ee:0e:d6:53:72,74:3e:2b:bd:6f:88,74:3e:2b:7e:a3:38,74:3e:2b:3e:a3:38,74:3e:2b:be:a3:32,74:3e:2b:3d:6f:88,74:3e:2b:bc:b6:82,78:29:ed:4c:b2:51,74:3e:2b:be:88:28,74:3e:2b:be:c7:58,74:3e:2b:bd:6f:82,74:3e:2b:7d:6f:88,74:3e:2b:3c:b6:88,10:86:8c:18:48:e8,58:20:b1:3c:74:1f,74:3e:2b:7c:d5:08,74:3e:2b:be:a3:38
3,46,38,108,108,108,44,54,54,48,54,108,42,36,34,54,70,54,0,54,32,56,56,58,56,60,32,84,90,82,64,54,30,0,0,0,0,30,56,56,62,56,56,64,64,108,108,110,0,32,34,50,52,50,50,32,30,32,110,44,42,44,42,56,40,50,36,36,0,54,0,0,24,0,40,0,0,0,0,0,0,42,36,0,46,46,0,0,0,0,0,0,0,0,40,30,58,0,0,0,0,34,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,54,54,48,54,108,42,36,34,54,70,52,0,54,32,56,56,58,56,60,34,82,90,84,42,54,28,32,30,30,32,28,56,56,68,56,56,64,64,0,0,0,32,34,34,52,52,52,50,30,30,32,108,40,38,38,38,56,40,50,38,38,0,54,0,18,24,40,40,0,0,0,0,0,0,42,36,0,46,46,0,0,0,0,0,0,0,0,40,30,58,0,0,0,0,34,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,0,54,48,54,106,42,36,34,54,70,52,0,54,32,56,56,60,56,60,34,78,82,78,42,54,30,0,0,0,0,30,56,56,64,56,56,64,64,108,108,108,0,0,0,52,52,52,54,30,30,32,108,44,44,44,42,56,40,50,38,36,0,54,0,0,24,40,40,0,0,0,0,0,0,40,36,42,46,46,0,0,24,0,0,0,0,0,40,30,58,0,0,0,0,34,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,0,54,48,54,106,42,36,34,54,62,52,0,50,32,56,56,60,56,60,34,78,82,78,66,54,30,32,30,32,0,30,56,56,62,56,56,62,62,0,0,0,34,34,34,52,52,52,52,30,30,30,108,44,42,42,42,52,52,50,38,38,0,54,0,0,24,40,40,0,0,0,0,0,0,40,36,42,46,46,0,0,0,0,0,0,0,0,40,30,0,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,0,0,48,0,104,42,36,34,54,62,52,0,52,32,56,56,60,56,60,34,78,84,78,68,0,0,0,0,0,0,0,56,56,72,56,56,64,64,108,108,108,32,0,0,52,52,52,52,30,30,30,110,42,42,42,42,52,52,50,38,38,0,54,0,0,24,40,40,0,0,30,24,0,0,40,34,40,46,46,0,0,0,0,0,0,0,0,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,0,0,48,0,104,42,36,34,54,62,54,0,52,32,56,56,60,56,60,34,82,86,80,66,0,0,32,30,32,32,0,56,58,64,56,58,64,64,0,0,0,32,32,34,54,52,52,52,30,30,36,108,42,40,42,44,52,52,50,38,38,0,54,0,0,24,40,40,0,0,30,24,0,0,40,34,40,46,46,0,0,0,0,0,0,0,0,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,0,0,0,0,102,42,36,34,54,40,54,0,52,32,60,60,58,60,60,34,76,86,78,66,0,0,0,0,0,0,0,58,58,64,58,58,64,64,108,108,108,0,0,0,54,54,52,52,32,28,32,108,40,42,40,40,52,52,50,0,0,0,54,0,0,24,40,40,0,0,30,24,0,0,40,34,40,46,46,0,0,0,0,0,0,0,0,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,0,0,0,0,106,42,36,34,54,40,54,0,52,32,60,60,58,60,60,34,84,90,84,68,0,32,32,32,30,32,32,58,58,66,58,58,64,64,0,0,0,0,0,0,52,52,52,54,32,32,32,110,42,44,42,42,52,52,50,0,0,66,54,0,0,0,40,40,0,0,30,24,0,0,40,34,40,46,46,0,0,0,0,0,0,0,0,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,54,54,50,56,104,42,36,34,54,64,54,0,52,32,58,58,56,58,60,34,76,88,82,66,0,0,34,30,30,30,0,58,58,64,58,58,64,64,108,108,108,32,32,34,52,52,52,52,32,30,30,108,42,44,40,42,52,52,50,38,38,66,54,0,0,0,40,40,0,0,30,24,20,22,40,34,40,46,46,0,24,0,0,0,20,22,22,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,54,54,52,56,104,42,42,34,54,62,54,0,44,32,58,58,56,58,60,34,82,84,82,66,0,0,0,0,0,0,0,56,56,66,56,56,64,64,108,108,108,0,0,0,52,52,52,52,28,30,30,108,42,42,42,42,52,52,50,36,38,66,54,0,0,0,40,40,0,0,30,24,0,0,40,34,40,46,46,0,0,24,0,0,0,0,0,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,44,54,54,52,56,104,42,42,34,54,60,54,0,44,0,58,58,56,58,60,34,82,86,82,44,0,28,30,30,32,30,28,56,56,66,56,56,64,64,0,0,0,34,32,34,54,54,52,52,30,32,32,108,44,44,44,42,52,52,50,38,38,66,54,0,18,0,40,40,0,0,30,24,0,0,40,34,40,46,46,0,0,0,0,0,0,0,0,40,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,38,108,108,108,42,54,54,52,56,108,42,42,34,54,60,54,0,44,0,58,58,56,58,60,34,82,84,82,44,54,0,32,0,0,0,0,56,56,66,56,56,64,64,108,108,108,36,0,0,54,52,52,52,32,30,30,110,44,44,42,40,52,52,50,36,38,66,54,0,0,0,40,0,0,0,30,24,0,0,40,34,40,46,46,0,24,0,0,0,0,0,0,38,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,46,22,108,108,108,42,54,54,52,56,104,42,42,34,54,60,54,0,44,0,58,58,56,58,60,34,82,88,82,44,54,0,32,32,32,30,0,56,56,64,56,56,64,64,0,0,0,36,34,34,52,52,52,50,30,32,30,110,46,46,44,46,52,52,50,38,36,66,0,0,0,0,40,0,0,0,30,24,0,0,40,34,40,46,46,0,0,0,0,0,0,0,0,38,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,40,22,108,108,108,40,56,54,52,56,104,42,42,34,54,60,54,0,44,0,58,58,56,58,60,34,82,90,80,42,54,28,0,0,0,0,0,56,56,68,56,56,64,64,108,108,108,0,0,0,54,52,52,52,0,0,30,108,40,40,44,40,52,52,50,38,36,66,0,0,0,0,40,40,0,0,30,24,0,0,40,34,40,0,0,0,22,22,0,0,0,0,0,38,30,24,0,0,0,0,0,22,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,18
3,40,22,108,108,108,40,56,54,52,56,104,0,42,0,54,60,54,0,44,0,60,60,60,60,60,34,82,90,80,66,54,30,32,32,34,30,28,56,56,66,56,56,64,64,0,0,0,0,0,0,52,52,52,52,30,32,30,108,40,40,44,40,52,52,50,36,36,66,0,0,0,0,40,40,20,0,30,24,0,0,40,34,40,0,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40,22,108,108,108,40,58,58,50,54,104,0,42,0,52,60,54,0,44,0,56,56,56,56,60,34,82,86,82,66,54,30,32,30,32,32,0,56,56,64,56,56,64,64,108,108,110,34,34,36,52,52,54,52,30,32,30,110,42,40,44,40,52,52,50,38,38,66,0,0,0,0,40,40,20,0,30,24,22,20,40,34,40,0,0,0,22,24,0,0,20,20,22,38,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40,22,108,108,108,40,58,58,50,54,104,0,40,0,52,60,54,0,46,0,56,56,56,56,60,34,82,86,82,68,54,30,32,0,0,0,30,56,56,68,54,56,64,64,0,0,0,34,36,34,52,52,54,52,32,32,32,108,42,44,42,42,52,52,50,36,38,66,0,0,0,0,40,40,20,0,30,24,0,0,40,34,50,0,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,22,108,108,108,40,54,54,52,54,106,0,40,0,52,60,54,0,46,0,56,56,56,60,60,0,82,86,82,68,54,28,30,30,30,30,30,56,56,66,56,56,62,62,108,108,110,34,0,0,52,52,52,52,30,32,30,108,42,40,42,40,50,50,50,0,0,66,0,0,0,0,0,40,20,0,30,24,20,22,40,34,50,0,0,0,26,24,0,0,22,22,22,38,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,22,108,108,108,40,54,54,52,54,104,0,44,0,52,60,54,0,46,0,56,56,56,60,58,0,82,86,82,38,54,0,0,0,0,0,0,56,56,68,56,56,64,64,108,108,110,0,0,0,48,48,48,48,32,32,30,110,0,0,0,0,50,50,50,38,36,66,66,64,0,0,0,40,20,0,30,24,0,0,40,34,52,0,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,22,108,108,108,40,54,54,52,54,100,0,44,0,52,60,54,0,46,0,56,56,56,60,58,0,82,86,82,40,54,28,0,0,0,0,28,56,56,68,56,56,62,64,0,0,0,34,34,0,52,50,52,50,30,32,32,108,42,40,44,40,50,50,0,0,0,66,66,64,0,0,0,40,20,0,30,24,0,0,40,34,52,0,0,0,0,0,0,0,0,0,0,38,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,22,108,108,108,40,54,54,52,54,100,0,44,0,52,60,54,0,38,0,56,56,56,60,58,0,82,86,82,38,54,0,0,0,0,0,0,56,54,68,54,56,64,64,108,108,108,34,0,0,50,50,52,52,30,32,32,108,40,40,44,42,50,50,0,38,38,66,66,64,0,0,0,40,20,0,0,30,0,0,40,0,52,0,0,0,0,24,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,22,108,108,108,40,54,54,52,54,108,0,44,0,52,60,54,0,38,0,56,56,56,60,58,42,80,86,80,38,54,28,32,32,30,34,30,56,56,64,56,56,64,64,0,0,0,0,0,0,52,52,52,50,30,30,34,108,44,42,40,42,50,50,0,0,0,66,66,64,18,0,0,40,20,0,0,30,0,0,40,0,52,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,22,108,108,108,42,54,54,52,54,104,0,36,0,52,60,54,0,50,0,56,56,56,60,58,42,82,88,82,38,54,0,30,0,0,32,0,56,56,68,56,56,64,64,108,108,108,32,32,32,54,52,52,50,30,32,32,108,44,44,44,40,50,50,0,0,0,66,66,64,0,0,0,42,20,0,0,30,0,0,40,0,52,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,22,108,108,108,42,54,54,52,54,104,0,38,0,52,60,54,0,50,34,56,56,56,60,58,42,82,86,80,38,54,28,30,30,0,0,30,56,56,66,56,56,64,64,0,0,0,0,0,0,52,52,52,52,30,30,32,108,44,42,44,40,50,50,0,0,0,0,66,64,0,0,0,42,20,0,0,30,0,0,40,0,52,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,44,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,22,108,108,108,42,54,52,50,54,106,34,42,0,52,60,54,0,50,34,60,60,60,60,58,52,82,86,80,40,54,0,30,30,32,30,0,56,56,64,56,56,64,64,106,106,108,34,36,0,52,52,52,50,30,30,32,108,42,44,42,42,50,50,0,36,36,0,66,64,0,0,0,40,20,32,0,30,22,0,40,0,52,0,0,0,0,0,0,0,22,24,24,40,0,38,0,0,44,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,48,22,108,108,108,42,54,52,50,54,106,34,42,0,52,60,54,0,50,28,60,60,60,60,58,52,82,84,80,40,54,26,32,32,34,0,0,58,58,68,56,56,64,64,106,106,108,0,0,0,54,54,52,52,32,32,30,108,42,44,44,42,50,50,0,36,36,0,66,64,0,0,0,40,20,32,0,30,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,40,0,38,0,0,36,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,22,108,108,108,42,54,52,50,54,108,34,48,0,52,60,48,0,50,28,60,60,60,60,58,36,82,88,82,68,54,34,34,32,0,0,28,56,56,64,56,56,64,64,0,0,0,34,32,34,52,52,50,52,34,32,32,108,40,42,42,42,44,42,44,0,0,0,66,64,0,0,0,40,20,32,0,30,0,0,0,0,52,0,0,0,0,24,0,0,0,0,0,40,0,38,0,0,36,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,22,108,108,108,42,54,52,50,54,108,34,40,0,52,60,48,0,50,28,58,60,60,64,58,36,82,86,82,68,54,0,32,34,32,0,0,56,56,64,56,56,64,64,106,106,108,0,0,0,52,52,52,54,32,30,30,108,42,44,42,42,44,42,44,36,36,0,66,64,0,0,0,40,20,32,28,30,0,0,0,0,42,0,0,0,24,0,0,0,0,0,0,40,0,38,0,0,36,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,42,0,108,108,108,42,54,52,50,54,104,40,42,40,52,60,54,0,50,28,56,56,58,56,58,36,80,86,80,68,54,0,32,32,32,32,0,56,56,64,56,56,64,64,0,0,0,34,0,0,52,50,52,52,30,30,36,108,44,42,44,42,44,42,44,38,38,0,66,64,0,0,0,40,20,32,28,30,22,0,0,0,42,0,0,0,0,0,0,0,24,24,24,40,0,38,0,0,36,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,42,0,108,108,108,42,54,52,50,54,106,40,42,40,52,60,54,0,50,34,56,56,62,56,58,36,80,88,80,68,54,30,34,34,0,0,0,58,58,66,56,58,64,64,108,108,108,0,0,0,52,52,52,52,30,30,30,108,42,44,44,42,44,42,44,38,36,68,66,64,0,0,40,40,20,32,28,30,0,0,40,34,42,0,0,0,0,0,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
3,42,0,108,108,108,42,54,52,50,54,106,40,42,40,54,60,54,0,50,34,56,56,62,56,60,36,82,88,80,68,54,32,32,32,30,30,30,56,54,64,54,54,64,64,0,0,0,32,32,34,50,48,50,50,30,30,30,108,40,42,42,40,44,42,44,36,38,68,66,64,0,0,40,40,0,32,28,30,0,0,40,34,42,0,0,0,0,0,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
3,42,0,108,108,108,42,54,52,50,54,104,40,42,40,54,0,54,30,56,34,56,56,62,56,60,36,80,86,82,44,54,0,30,0,0,0,0,56,56,64,54,54,64,64,108,108,108,34,0,0,48,50,50,50,30,30,30,108,36,42,40,36,44,42,44,38,38,68,66,64,0,0,26,40,0,32,28,30,0,0,40,34,42,0,0,0,24,24,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
3,42,0,108,108,108,42,54,52,50,54,106,40,42,40,54,0,54,30,56,34,56,56,58,56,60,36,80,88,80,40,54,30,30,32,32,30,0,56,56,68,56,56,64,64,0,0,0,0,0,0,54,52,52,52,30,30,30,108,46,44,42,42,44,42,44,38,36,68,66,64,0,0,26,40,0,32,28,30,0,0,40,34,42,0,0,0,0,0,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,54,52,50,54,104,40,42,40,54,0,54,30,34,34,56,56,58,56,60,36,80,86,82,40,54,0,0,0,0,0,0,56,56,64,56,56,64,62,108,108,108,34,34,36,54,52,52,54,30,30,30,108,44,44,42,46,44,42,44,40,38,68,66,64,0,0,26,40,0,32,28,30,0,0,74,38,52,0,0,0,0,24,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,54,52,50,54,104,40,42,40,54,0,54,30,34,34,56,56,58,56,62,36,82,88,82,40,54,30,32,32,32,0,30,56,56,64,56,56,64,64,0,0,0,38,0,0,50,52,52,52,30,30,32,108,44,44,44,42,44,42,44,38,36,68,66,66,0,0,26,40,0,32,28,30,0,0,40,38,40,0,0,0,0,0,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,54,52,50,54,98,40,42,40,54,0,54,30,34,34,56,56,58,56,62,36,82,88,82,36,52,30,34,32,32,32,30,58,58,68,58,58,64,64,0,0,0,34,34,34,54,54,52,52,30,30,30,108,44,44,42,42,52,52,52,38,36,68,66,66,0,0,26,40,0,32,28,30,0,0,40,38,40,0,0,0,0,0,0,0,0,0,0,40,0,38,0,0,44,0,34,0,0,24,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,52,54,52,50,54,98,40,42,40,54,0,54,30,34,34,56,56,58,56,62,36,82,86,82,36,52,0,32,0,0,0,0,58,58,64,58,58,64,64,106,108,108,0,0,0,52,52,52,52,30,30,28,108,44,42,42,44,52,52,52,38,38,68,66,66,0,0,26,40,0,32,28,0,0,0,40,38,40,0,0,0,24,24,0,0,0,0,0,50,0,0,0,0,44,0,34,0,0,24,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,52,54,52,48,54,104,40,42,40,52,40,50,30,34,34,56,56,58,56,62,36,82,86,80,68,52,30,32,34,34,34,0,56,56,66,56,58,66,64,0,0,0,36,34,36,0,0,0,0,30,30,30,108,42,42,42,40,52,52,52,0,0,68,66,66,0,0,26,40,0,32,28,0,0,0,40,38,40,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,44,0,34,0,0,24,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,110,110,110,52,54,52,48,54,106,40,42,40,52,40,50,30,34,34,56,56,58,56,48,36,82,86,80,66,52,0,0,0,0,0,0,0,0,64,0,0,64,64,108,108,108,0,0,0,50,50,52,50,32,32,32,108,42,44,42,42,52,52,52,0,0,68,66,66,0,0,26,40,0,32,28,0,0,0,50,54,50,0,0,0,0,24,0,0,0,0,0,50,0,0,0,0,44,0,34,0,0,22,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,52,54,52,48,64,104,42,30,42,52,40,50,30,34,34,56,56,58,56,48,36,82,90,82,82,52,0,32,32,32,32,0,58,58,64,58,0,64,64,108,108,110,34,34,34,52,50,52,52,32,32,32,110,48,44,42,44,52,52,52,38,36,68,66,66,0,0,26,40,0,32,28,0,0,0,50,54,50,44,0,0,0,0,0,0,0,0,0,40,0,0,0,0,44,0,34,0,0,22,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,52,54,52,48,64,104,42,30,42,52,40,50,30,34,34,56,56,58,56,48,36,84,86,82,80,52,30,32,0,0,0,28,58,58,66,58,58,64,64,0,0,0,0,0,0,52,52,52,52,30,30,32,108,46,44,44,46,52,52,52,36,38,68,66,66,0,0,26,0,0,0,28,0,0,0,50,54,50,44,0,0,0,0,0,0,0,0,0,40,0,0,0,0,44,0,34,0,0,22,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,48,0,110,110,110,24,54,54,48,64,106,42,48,42,52,40,50,30,34,34,56,64,64,60,48,36,84,90,84,66,52,28,34,0,0,0,0,58,58,72,58,58,64,64,108,108,108,36,36,36,52,52,52,54,32,42,32,108,0,0,0,0,52,52,52,38,38,68,66,66,0,0,26,40,0,0,28,0,0,0,50,54,50,44,0,0,24,22,0,0,0,0,0,40,0,0,0,0,44,0,34,0,0,22,0,22,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,110,110,108,42,54,54,48,64,108,42,42,42,52,40,50,30,34,36,56,64,64,60,60,0,82,88,82,36,52,28,0,0,0,0,28,58,58,64,58,58,62,64,0,0,0,0,0,0,54,50,52,52,30,30,32,108,42,42,42,42,52,52,52,36,38,68,66,66,0,0,42,40,0,0,28,0,0,0,50,54,50,44,0,0,0,0,0,0,0,0,0,40,0,0,0,0,44,0,32,0,0,22,0,22,22,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,110,110,108,42,54,54,48,64,104,42,42,40,52,40,50,30,34,36,60,60,62,60,60,0,82,88,82,76,52,30,32,0,32,32,30,58,58,64,56,58,64,64,0,0,0,36,34,34,54,52,54,52,34,30,34,108,42,42,40,40,52,52,52,36,38,68,66,66,0,0,42,40,0,0,0,0,0,0,50,54,50,44,44,0,24,0,0,0,0,0,0,40,0,0,0,0,44,0,32,0,0,22,0,22,22,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,54,54,52,64,106,42,50,40,52,40,50,30,54,36,60,60,62,60,40,0,82,88,80,36,52,0,34,0,0,0,0,56,56,66,56,56,64,64,108,108,108,0,0,0,52,50,52,52,30,34,32,108,42,44,42,42,52,52,52,36,36,66,66,66,0,0,42,40,0,0,28,32,0,0,50,54,50,44,44,0,0,0,0,0,0,0,0,40,32,32,0,0,44,0,32,0,0,22,0,30,24,20,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,42,54,54,50,64,104,42,50,40,54,40,54,30,54,36,60,60,62,60,40,0,82,86,82,40,52,30,0,0,0,0,30,56,56,66,56,56,64,64,0,0,0,36,34,34,54,54,54,54,30,34,30,108,44,44,40,42,52,48,52,36,36,66,66,66,0,0,42,40,0,0,28,32,0,0,50,54,50,44,44,0,0,0,0,0,0,0,0,40,32,32,0,0,0,0,32,0,0,22,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,40,54,54,50,64,102,42,38,40,56,60,54,30,46,36,60,60,62,60,40,0,84,88,82,38,52,0,32,32,0,0,0,56,56,68,56,56,64,64,106,108,108,34,0,0,52,52,52,52,32,30,30,108,32,32,34,32,52,48,52,38,36,66,66,66,0,0,42,40,0,0,28,32,0,0,50,54,50,44,44,0,0,26,0,0,0,0,0,40,32,32,0,0,0,0,32,0,0,22,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,40,54,54,50,64,102,42,38,40,56,62,56,0,46,36,60,60,62,60,40,0,80,90,82,38,52,30,34,32,32,34,28,56,56,64,56,56,62,64,0,0,0,34,36,34,52,52,50,52,32,30,32,108,46,44,42,42,52,48,52,36,36,66,66,66,0,0,42,40,0,0,28,32,0,0,50,54,50,44,44,0,0,0,0,0,0,0,0,40,32,32,0,0,0,0,32,0,0,22,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
3,44,0,108,108,108,40,54,54,50,54,106,42,38,40,56,62,56,32,46,36,60,60,58,60,40,0,82,88,76,66,52,0,32,0,0,0,0,56,56,68,56,56,64,64,106,106,108,36,34,34,52,52,52,52,30,32,30,108,44,46,42,42,50,48,52,36,36,66,66,66,0,0,24,40,0,0,28,32,0,0,50,54,50,44,44,0,0,0,0,0,0,0,0,56,32,32,0,0,0,0,32,0,0,22,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
